frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,hip_displacement_proxy,landing_asymmetry_score,core_risk,status
0,0.0,False,0.0,0.0,0.0,0.0,0.0,acceptable
1,0.033,False,0.0,0.0,0.0,0.0,0.0,acceptable
2,0.067,False,0.0,0.0,0.0,0.0,0.0,acceptable
3,0.1,False,0.0,0.0,0.0,0.0,0.0,acceptable
4,0.133,False,0.0,0.0,0.0,0.0,0.0,acceptable
5,0.167,False,0.0,0.0,0.0,0.0,0.0,acceptable
6,0.2,False,0.0,0.0,0.0,0.0,0.0,acceptable
7,0.233,False,0.0,0.0,0.0,0.0,0.0,acceptable
8,0.267,True,0.022155772122433096,0.756463352829903,0.6493148648694844,0.23610786960824742,0.4114051443667667,caution
9,0.3,True,0.08760548014089693,0.6929667879622219,0.77254280852216,0.27646550489285776,0.4380554804076702,caution
10,0.333,True,0.2708208010974196,0.6409214516809494,0.8338578365470308,0.23412646056201275,0.4534635324025278,caution
11,0.367,True,0.3103957545615133,0.5318442953079532,0.8696083939856054,0.14070934222749543,0.40132196838215284,caution
12,0.4,True,0.33516429611531096,0.5496248927398839,0.8632156101111722,0.12756778144668285,0.40605139206804214,caution
13,0.433,True,0.43169030479950876,0.5015752974430241,0.8606762194431413,0.135921228281711,0.413484513007879,caution
14,0.467,True,0.23413241892439934,0.5239873571606363,0.7117106117372202,0.3236093000339026,0.42404253770551964,caution
15,0.5,True,0.13368405350950638,0.5930265983750772,0.5910610875883842,0.34987295759799997,0.415759488511982,caution
16,0.533,True,0.10644298222160395,0.6177729409416749,0.5800759869497158,0.37139189921284915,0.4236190414937778,caution
17,0.567,True,0.0,0.7257243720627793,0.7032548988055142,0.2599458134473182,0.4141865811462223,caution
18,0.6,True,0.0,0.7825696833895024,0.6756649907550651,0.28525115056351863,0.435958556327342,caution
19,0.633,True,0.0,0.8152271622793623,0.7483461773828515,0.47060006260453535,0.5215300972028237,caution
20,0.667,True,0.014930742077478548,0.8328641571700769,0.714187362403947,0.3422183308426322,0.47974991572203207,caution
21,0.7,True,0.0,0.8682477469937453,0.7037973528212076,0.26065039308089655,0.4572715645996185,caution
22,0.733,True,0.0,0.8758605001937221,0.6484251824441785,0.26305458849982666,0.4520910333996827,caution
23,0.767,True,0.0,0.97460155303047,0.5494831513754077,0.2792149366142887,0.4725281664304532,caution
24,0.8,True,0.09547908534603623,0.7889480258232828,0.5910331288134794,0.3320135013475557,0.4606399196098585,caution
25,0.833,True,0.07728259850070783,0.7878712853825643,0.6226050803630948,0.34265016375169705,0.46513622468246907,caution
26,0.867,True,0.24722344007379238,0.6878817221021921,0.6866986661649144,0.39709640754190456,0.49779774720981984,caution
27,0.9,True,0.30899819310943755,0.839968226091863,0.8117582652943882,0.36344717329114606,0.5627603568955057,caution
28,0.933,True,0.3695914104173629,0.8846171179906829,0.7073769664715592,0.35148620534571545,0.5684301343224116,caution
29,0.967,True,0.40790640978223675,0.8795802003984402,0.7067335641769193,0.30284531583165164,0.5574612372435954,caution
30,1.0,True,0.45580235305528854,0.9637076705276698,0.7427354709927274,0.3223039629751402,0.6044894794595668,risky
31,1.033,True,0.5982754410743192,1.0,0.788899183093265,0.277856523284702,0.6352397488284993,risky
32,1.067,True,0.4428000932367565,1.0,0.7619461490419361,0.3573758196302113,0.6279334778742156,risky
33,1.1,True,0.4062607236640649,0.9685427877669003,0.7693718948509212,0.38175723054718474,0.6208357959820359,risky
34,1.133,True,0.3536594913293003,0.952501427854622,0.7635698328793732,0.41447103770438126,0.6160826647506861,risky
35,1.167,True,0.33010314162470095,0.8851255706334803,0.7688613160383161,0.4490581394824612,0.6040578457395931,risky
36,1.2,True,0.26268662054741093,0.7751893248779247,0.7306375293181113,0.4046998404739389,0.5363346951364548,caution
37,1.233,True,0.2664882301329259,0.745861290811468,0.7063939486460186,0.44785391807935593,0.539763996894703,caution
38,1.267,True,0.23207310544411094,0.6335996497069507,0.7164208526638574,0.45688037942434834,0.5038657766990079,caution
39,1.3,True,0.203960211638406,0.5986415705720294,0.7294545838772886,0.43886749885599585,0.4834063256804818,caution
40,1.333,True,0.21432385657196765,0.7281522455493415,0.6991403184033451,0.5309132037549084,0.5520011140539156,caution
41,1.367,True,0.23201305285998086,0.7279874869264409,0.7107093068155437,0.45783994004280065,0.5316492316872402,caution
42,1.4,True,0.24128539270108798,0.7187754597258363,0.7344797021098862,0.3952746430128542,0.5124077968289504,caution
43,1.433,True,0.22181548877224,0.7369574024335315,0.7298717208066565,0.41127965008856293,0.518878954136503,caution
44,1.467,False,0.0,0.0,0.0,0.0,0.0,acceptable
45,1.5,False,0.0,0.0,0.0,0.0,0.0,acceptable
46,1.533,False,0.0,0.0,0.0,0.0,0.0,acceptable
47,1.567,False,0.0,0.0,0.0,0.0,0.0,acceptable
48,1.6,False,0.0,0.0,0.0,0.0,0.0,acceptable
49,1.633,False,0.0,0.0,0.0,0.0,0.0,acceptable
50,1.667,True,0.2251116896395802,0.7543451512213161,0.7400826220527936,0.523473703478121,0.5655540728195723,caution
51,1.7,False,0.0,0.0,0.0,0.0,0.0,acceptable
52,1.733,True,0.21114975642072245,0.7608787177550157,0.7046396331068382,0.3947644050188281,0.5143570533332648,caution
53,1.767,True,0.2200938892326369,0.8276852254290306,0.7361040768252852,0.4306251972136449,0.553458776023805,caution
54,1.8,True,0.25560941837436857,0.9218077182316834,0.7673085712274952,0.40241807260851103,0.5836068102414819,caution
55,1.833,True,0.21741026866410207,1.0,0.8121520126805589,0.2831358195930058,0.5644023924924563,caution
